Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad,,total_idealHeating(per m2),total_idealCooling (per m2)
2498,1.92,0.75,0.475,0.26,0.6,20802.81765,2827.708881,9737.01499,,110.044528406686,14.9582568821413
2499,1.92,0.62,0.475,0.26,0.2,21816.65577,2171.713636,6218.302699,,115.40761621879,11.488116991113
2500,0.84,0.49,0.6,0.34,0.8,20771.93703,2498.945969,6453.784358,,109.881173455353,13.2191386426153
2501,0.84,0.23,0.225,0.42,0.2,21071.09812,1370.312108,1463.171452,,111.463701438849,7.24879447735929
2502,0.84,0.62,0.1,0.34,0.4,17615.09297,2371.734717,7001.076551,,93.1818290837918,12.5462056548879
2503,0.3,0.36,0.475,0.18,0.2,18424.86252,1715.488107,2842.027765,,97.4654174777825,9.07473607173085
2504,0.84,0.62,0.35,0.42,0.6,19663.30187,2629.542322,7782.042563,,104.016620133305,13.909978427846
2505,1.38,0.62,0.225,0.42,0.4,20343.55822,2356.53015,6999.354063,,107.615098497672,12.465775232755
2506,2.46,0.49,0.225,0.18,0.4,20944.93456,1913.652657,5030.459304,,110.796310622091,10.1230038986458
2507,2.46,0.62,0.1,0.5,0.2,22571.36048,2041.458548,6217.260103,,119.399917900973,10.7990824587389
2508,0.3,0.49,0.1,0.26,0.2,16270.77459,1923.425668,4664.087531,,86.0705384574693,10.1747020101566
2509,0.3,0.1,0.6,0.1,0.8,19438.2083,1279.213582,630.9014586,,102.825900867541,6.76689368387643
2510,0.84,0.36,0.225,0.1,0.8,17045.42418,1939.833022,4006.568812,,90.1683462759205,10.2614950380872
2511,0.3,0.62,0.1,0.26,0.2,15778.38827,2239.281238,6220.89462,,83.4658710854846,11.8455418853153
2512,0.3,0.62,0.1,0.26,0.6,15303.25203,2619.229453,7784.394805,,80.9524546656792,13.8554245292002
2513,3,0.49,0.475,0.42,0.4,25412.7853,2037.979376,5028.472727,,134.430730533221,10.7806780363944
2514,2.46,0.62,0.1,0.34,0.4,20987.07837,2200.839435,6995.375679,,111.019246561574,11.6421891398646
2515,0.3,0.62,0.1,0.26,0.4,15530.85331,2442.599045,7002.644712,,82.1564394308083,12.9210698529412
2516,0.84,0.1,0.35,0.5,0.6,23054.98834,1273.759742,564.4545755,,121.958254020313,6.73804349344054
2517,3,0.75,0.1,0.42,0.8,21585.10369,2801.807278,10693.99985,,114.182732173085,14.8212403618282
2518,2.46,0.36,0.35,0.26,0.2,23241.48289,1559.849475,2993.942804,,122.94478888066,8.25142549195937
2519,0.84,0.23,0.35,0.18,0.6,19448.20807,1509.925155,1882.871544,,102.878798508252,7.98733154358866
2520,1.38,0.49,0.1,0.18,0.2,18171.04796,1776.060545,4662.708516,,96.1227674566229,9.39515734765129
2521,3,0.1,0.6,0.1,0.6,25477.85694,1179.836726,602.2866672,,134.774952073635,6.24120147058824
2522,2.46,0.75,0.225,0.5,0.4,22591.57758,2547.500613,8769.494223,,119.506864049937,13.4759871614473
2523,1.92,0.1,0.475,0.1,0.6,22756.13922,1147.269957,602.0938391,,120.377376322471,6.06892698370715
2524,1.38,0.62,0.35,0.1,0.4,18241.48224,2359.766939,6999.354063,,96.4953567498942,12.4828974767245
2525,2.46,0.1,0.225,0.42,0.2,25276.80474,1119.627436,463.1266797,,133.711408908168,5.92270120609395
2526,0.3,0.75,0.1,0.26,0.2,15331.74875,2513.975561,7808.584331,,81.1031990584004,13.2986434669911
2527,1.38,0.62,0.225,0.34,0.6,19428.5559,2521.910071,7779.458831,,102.774840774439,13.3406161182818
2528,1.38,0.75,0.35,0.18,0.4,18509.13717,2658.175484,8773.377263,,97.9112207469319,14.061444583157
2529,1.92,0.36,0.475,0.18,0.4,22004.37717,1724.421657,3394.104642,,116.400640975455,9.12199353046974
2530,0.84,0.75,0.6,0.1,0.8,17495.52267,3124.897528,10709.6115,,92.5493158590774,16.5303508675413
2531,1.92,0.75,0.6,0.42,0.2,23361.21923,2495.820464,7806.030808,,123.578180438003,13.2026050782903
2532,1.92,0.1,0.475,0.26,0.2,24315.04685,1156.533594,463.0824668,,128.623819561997,6.1179305649598
2533,0.84,0.49,0.35,0.26,0.6,18837.6501,2280.511195,5857.000583,,99.6490166102412,12.0636436468472
2534,1.38,0.36,0.6,0.5,0.4,24284.72197,1874.333181,3228.942246,,128.463404411765,9.91500836330935
2535,1.92,0.1,0.225,0.1,0.2,21421.87087,1002.465178,463.0824668,,113.319249206517,5.30292624841303
2536,1.38,0.36,0.225,0.42,0.8,21207.70889,1949.296993,4004.61389,,112.186356802793,10.3115583633094
2537,0.3,0.23,0.225,0.5,0.8,19957.98237,1686.333804,2093.37697,,105.57544630766,8.92051314007618
2538,0.3,0.23,0.225,0.26,0.6,18003.36585,1531.332065,1883.363079,,95.2357482543377,8.10057165150233
2539,1.92,0.36,0.225,0.1,0.2,19961.15637,1481.755809,2994.569285,,105.592236404994,7.83831892192129
2540,3,0.62,0.6,0.1,0.2,23004.81062,2102.539439,6216.10839,,121.692819614896,11.1221933929327
2541,2.46,0.36,0.6,0.5,0.8,26084.99745,2032.075524,4190.66943,,137.98665599873,10.7494473338976
2542,1.92,0.1,0.35,0.1,0.6,22050.56613,1102.044651,602.0938391,,116.644975296234,5.8296902824799
2543,0.3,0.36,0.475,0.5,0.4,21033.60426,1933.73239,3230.784927,,111.265363203555,10.2292233918747
2544,0.84,0.1,0.225,0.5,0.6,22314.4515,1223.80767,564.4545755,,118.040898751587,6.47380274016081
2545,1.92,0.1,0.225,0.26,0.4,22818.09561,1092.366052,532.588153,,120.705118546339,5.77849159966145
2546,2.46,0.23,0.35,0.1,0.6,22166.84833,1420.951672,2008.69805,,117.260094847651,7.51667198476513
2547,1.92,0.23,0.35,0.1,0.2,21381.48121,1278.655581,1573.189732,,113.105592520102,6.76394192234448
2548,0.3,0.49,0.35,0.18,0.8,16549.44764,2496.732486,6456.402351,,87.5446870503597,13.2074295704613
2549,1.92,0.75,0.6,0.42,0.6,22828.80701,2869.462374,9737.01499,,120.761780628438,15.1791280892933
2550,2.46,0.62,0.35,0.34,0.6,22315.90298,2457.288972,7773.491255,,118.048576914939,12.9987778882776
2551,0.84,0.62,0.6,0.34,0.4,20619.39798,2527.182623,7001.076551,,109.074259310199,13.368507315912
2552,0.3,0.49,0.1,0.18,0.8,14907.50155,2419.966185,6456.402351,,78.8589798455353,12.8013446096064
2553,0.84,0.36,0.475,0.42,0.4,21749.15035,1857.283738,3229.919707,,115.050520260262,9.82481875793483
2554,0.3,0.62,0.225,0.34,0.6,16863.25208,2660.228915,7784.394805,,89.2046766821837,14.0723069985188
2555,2.46,0.49,0.225,0.18,0.6,20726.35111,2072.748082,5607.957088,,109.64002914727,10.9646005184088
2556,1.38,0.49,0.6,0.18,0.8,20578.70197,2410.954056,6450.88629,,108.858982067287,12.7536714769361
2557,0.3,0.75,0.6,0.18,0.6,17143.68969,3035.696913,9744.675557,,90.6881595958527,16.0584898063902
2558,3,0.62,0.35,0.1,0.2,21615.30902,2019.539088,6216.10839,,114.342514917478,10.68313101989
2559,3,0.1,0.475,0.18,0.6,25543.97622,1167.343833,602.2866672,,135.124715509945,6.17511549407533
2560,1.92,0.23,0.225,0.34,0.4,22651.90765,1392.094106,1791.407795,,119.82600322683,7.36401875793483
2561,0.3,0.36,0.225,0.42,0.6,18727.94944,1956.761854,3619.542089,,99.0687126534067,10.3510466250529
2562,3,0.75,0.1,0.26,0.6,20440.27077,2632.666444,9730.634564,,108.126696836648,13.926504676259
2563,1.38,0.23,0.225,0.42,0.6,22064.67409,1506.429106,1882.258407,,116.719604792636,7.96883784384257
2564,2.46,0.62,0.35,0.18,0.2,21408.7914,2071.028655,6217.260103,,113.250060304697,10.9555049460432
2565,0.84,0.23,0.35,0.42,0.8,21458.33429,1658.962145,2092.72159,,113.512136531951,8.77572019149386
2566,1.92,0.36,0.6,0.26,0.2,23571.49407,1668.855388,2994.569285,,124.690510315277,8.82805431654676
2567,0.84,0.23,0.1,0.1,0.6,17069.53776,1383.973588,1882.871544,,90.2959043588659,7.32106214557766
2568,0.3,0.49,0.475,0.42,0.4,19790.38073,2264.259621,5261.525804,,104.68885278248,11.977674677317
2569,2.46,0.75,0.225,0.1,0.6,18844.58602,2702.749595,9733.971976,,99.6857068345324,14.2972365372408
2570,1.38,0.49,0.225,0.1,0.6,17792.69759,2148.75077,5854.827032,,94.1213372302158,11.3666460537452
2571,1.92,0.23,0.35,0.26,0.8,22485.72672,1553.450321,2227.843922,,118.946925095218,8.21757469847651
2572,1.38,0.49,0.6,0.18,0.4,20950.79675,2127.214305,5258.767774,,110.827320937368,11.2527206146847
2573,1.92,0.49,0.475,0.26,0.8,21737.46675,2332.943205,6189.021128,,114.988715351248,12.3410029887854
2574,2.46,0.75,0.225,0.26,0.4,20588.10112,2521.124787,8769.494223,,108.908702496826,13.3364620556496
2575,3,0.75,0.35,0.1,0.2,21121.63376,2286.04785,7803.904,,111.731029200169,12.0929319191705
2576,2.46,0.49,0.225,0.42,0.4,23027.18034,1970.159689,5030.459304,,121.811152877698,10.4219196413457
2577,1.92,0.23,0.475,0.5,0.2,25514.05477,1461.312626,1573.189732,,134.966434458316,7.73017681972069
2578,3,0.1,0.6,0.34,0.6,27541.88434,1268.512856,602.2866672,,145.693421180703,6.71028806601778
2579,2.46,0.75,0.475,0.34,0.2,23039.52479,2402.796376,7805.01647,,121.876453607702,12.7105182818451
2580,1.38,0.49,0.35,0.5,0.4,22296.0042,2109.656181,5258.767774,,117.943314642404,11.1598401449429
2581,3,0.1,0.6,0.42,0.6,28175.53204,1298.208224,602.2866672,,149.045345112146,6.86737316969954
2582,0.84,0.36,0.35,0.26,0.6,19482.25368,1902.565219,3618.244259,,103.058895895049,10.0643526184934
2583,3,0.75,0.475,0.1,0.4,21551.92365,2535.337861,8767.269282,,114.007213552687,13.411647593102
2584,0.84,0.1,0.35,0.5,0.2,23176.19941,1207.939079,430.851903,,122.599446730851,6.38985970694033
2585,0.84,0.36,0.35,0.1,0.2,18331.53827,1588.290957,2841.595155,,96.9717428586543,8.40187768197207
2586,3,0.49,0.225,0.18,0.4,21903.57142,1882.193395,5028.472727,,115.867390076174,9.95658799724926
2587,3,0.49,0.1,0.26,0.6,21591.35841,2008.766749,5604.977222,,114.215818927211,10.6261465774439
2588,3,0.62,0.6,0.1,0.2,23004.81062,2102.539439,6216.10839,,121.692819614896,11.1221933929327
2589,0.84,0.49,0.475,0.42,0.8,20765.3236,2471.974517,6453.784358,,109.846189166314,13.0764627433347
2590,1.38,0.1,0.475,0.18,0.2,22446.07092,1129.29018,430.9297248,,118.73715044435,5.97381601777402
2591,2.46,0.1,0.6,0.1,0.2,24609.69488,1137.261063,463.1266797,,130.182473973762,6.01598107807871
2592,0.3,0.23,0.35,0.26,0.6,18774.845,1579.026655,1883.363079,,99.3167848074482,8.35287058294541
2593,1.38,0.75,0.1,0.34,0.8,17850.90723,2946.280377,10706.21581,,94.4292595746932,15.5854865478206
2594,2.46,0.36,0.6,0.1,0.6,22796.45221,1833.602922,3791.760555,,120.590627433347,9.69954994710114
2595,3,0.1,0.475,0.42,0.2,27645.33587,1212.182443,463.1467429,,146.240667953872,6.41230661764706
2596,3,0.36,0.6,0.26,0.4,25369.54344,1743.24019,3391.427274,,134.201986034702,9.22154141980533
2597,1.92,0.75,0.225,0.18,0.8,18359.11846,2919.611755,10702.50708,,97.1176389123995,15.4444125846382
2598,1.38,0.1,0.225,0.26,0.6,21589.89782,1123.690237,564.6880409,,114.208092573,5.94419295916208
2599,2.46,0.1,0.6,0.1,0.6,24494.21984,1184.717481,602.2264778,,129.571624206517,6.26702010685569
2600,2.46,0.23,0.35,0.5,0.2,25856.33166,1408.529471,1572.880462,,136.777040097334,7.45095996085485
2601,2.46,0.49,0.475,0.42,0.6,24267.76868,2203.729231,5607.957088,,128.373723444774,11.6574758305121
2602,3,0.62,0.35,0.42,0.8,23722.38246,2572.641487,8546.999977,,125.488692657639,13.6089795122725
2603,0.3,0.75,0.1,0.42,0.4,16469.7999,2732.099011,8776.629944,,87.1233596064325,14.4524915943716
2604,0.3,0.49,0.1,0.1,0.6,14298.23068,2265.916422,5858.964078,,75.6360065594583,11.9864389652984
2605,0.84,0.36,0.475,0.26,0.2,20552.31974,1683.478133,2841.595155,,108.719423085061,8.90540696677952
2606,0.3,0.75,0.225,0.34,0.6,16368.82999,2944.866573,9744.675557,,86.5892403195091,15.578007686204
2607,0.84,0.1,0.1,0.34,0.8,20135.05707,1146.96565,631.2559117,,106.512151237833,6.06731723444774
2608,1.92,0.49,0.1,0.42,0.4,21196.77058,1959.103736,5032.242432,,112.128494392721,10.3634349132459
2609,2.46,0.36,0.475,0.42,0.2,25278.04608,1653.828299,2993.942804,,133.71797545493,8.74856273275497
2610,0.84,0.62,0.225,0.42,0.2,19377.69031,2228.212606,6220.110539,,102.50576761532,11.7869900867541
2611,0.84,0.1,0.35,0.34,0.2,21866.07777,1151.606473,430.851903,,115.669052951756,6.09186665785019
2612,1.92,0.36,0.35,0.5,0.6,23830.61756,1888.257162,3793.639999,,126.06124396953,9.98866463182395
2613,2.46,0.49,0.475,0.1,0.2,21907.60216,1819.733133,4452.96152,,115.888712230216,9.62618034807448
2614,1.38,0.23,0.225,0.26,0.8,20592.88971,1527.820273,2091.904074,,108.934033590774,8.08199467308506
2615,2.46,0.62,0.6,0.5,0.2,25471.31359,2216.205709,6217.260103,,134.740338499788,11.7234749735506
2616,1.38,0.62,0.225,0.1,0.4,17458.31337,2318.49607,6999.354063,,92.3524829136691,12.2645792953872
2617,0.3,0.36,0.1,0.34,0.8,17051.22577,2014.078522,4008.299251,,90.1990360241219,10.6542452496826
2618,1.92,0.23,0.35,0.1,0.8,21014.46262,1502.339729,2227.843922,,111.164106115108,7.94720550677105
2619,0.3,0.23,0.6,0.34,0.4,21002.9198,1602.030408,1673.349188,,111.103045916208,8.47455780787135
2620,0.84,0.23,0.35,0.34,0.2,21147.11189,1393.313184,1463.171452,,111.865805596699,7.37046754126111
2621,3,0.49,0.6,0.26,0.2,24973.66505,1878.510192,4451.968231,,132.107834585273,9.93710427422768
2622,1.38,0.36,0.35,0.42,0.6,22101.23514,1892.372302,3616.778068,,116.913008569615,10.0104332522218
2623,3,0.23,0.6,0.18,0.6,25240.46571,1526.912015,2007.567767,,133.519179591621,8.07719009204401
2624,2.46,0.1,0.225,0.26,0.6,23833.10095,1109.91332,602.2264778,,126.074380818874,5.87131464240373
2625,1.38,0.62,0.6,0.26,0.4,21134.79169,2452.029771,6999.354063,,111.800633146424,12.970957315912
2626,1.92,0.36,0.6,0.18,0.2,22859.68226,1643.371967,2994.569285,,120.925107173085,8.69324993123149
2627,1.38,0.1,0.475,0.42,0.2,24497.49378,1216.257659,430.9297248,,129.588942975032,6.43386404464664
2628,3,0.36,0.6,0.42,0.8,26399.30792,1993.134536,4187.820619,,139.649322471435,10.5434539568345
2629,0.84,0.62,0.475,0.1,0.6,17518.72018,2644.57283,7782.042563,,92.6720280363944,13.9894880977571
2630,1.38,0.1,0.225,0.42,0.4,23007.13103,1154.131822,497.8088828,,121.705094318663,6.10522546550995
2631,1.38,0.75,0.1,0.1,0.4,16117.09143,2579.898076,8773.377263,,85.2575721011426,13.6473660389336
2632,2.46,0.62,0.1,0.26,0.8,19845.0786,2512.24475,8551.60683,,104.978198264917,13.2894876745662
2633,1.92,0.49,0.35,0.1,0.6,19702.79117,2140.743496,5610.63178,,104.225514018197,11.3242884892086
2634,2.46,0.1,0.35,0.5,0.4,26565.44198,1218.155076,532.6765788,,140.528152666102,6.44390116377486
2635,0.3,0.36,0.1,0.42,0.2,18258.17422,1636.951913,2842.027765,,96.583655416843,8.65928857913669
2636,0.84,0.23,0.1,0.1,0.4,17206.72347,1293.247706,1673.021498,,91.0216010897165,6.84113259627592
2637,0.84,0.1,0.1,0.1,0.2,18103.71261,957.8044363,430.851903,,95.7665711489632,5.0666760278248
2638,0.84,0.75,0.475,0.5,0.8,20296.00384,3101.567856,10709.6115,,107.363541261109,16.4069395683453
2639,1.38,0.49,0.35,0.5,0.8,21916.71487,2380.985052,6450.88629,,115.936917424884,12.5951388700804
2640,3,0.75,0.225,0.18,0.4,20807.73485,2468.92462,8767.269282,,110.07053983284,13.0603291366906
2641,1.38,0.62,0.35,0.34,0.2,20684.30897,2196.065697,6219.249295,,109.41763103047,11.6169366112992
2642,0.84,0.62,0.35,0.5,0.4,20546.64321,2469.059008,7001.076551,,108.68939488997,13.0610400338553
2643,1.38,0.75,0.1,0.5,0.6,19412.65586,2789.034687,9739.796535,,102.690731379602,14.753674814854
2644,0.3,0.1,0.475,0.1,0.8,18756.53307,1233.172197,630.9014586,,99.2199167900973,6.52334001798561
2645,2.46,0.36,0.6,0.18,0.6,23535.52852,1855.599893,3791.760555,,124.500256665256,9.81591141028354
2646,0.84,0.49,0.1,0.26,0.2,17660.75829,1851.054512,4663.433033,,93.4233934088024,9.79186686415573
2647,0.84,0.1,0.475,0.26,0.8,21698.44215,1264.197754,631.2559117,,114.782279676259,6.68746166948794
2648,3,0.36,0.35,0.5,0.2,26157.53208,1622.627779,2993.230601,,138.370355903513,8.58351554697419
2649,3,0.36,0.6,0.5,0.8,27022.63361,2009.188982,4187.820619,,142.946644149386,10.6283801417689
2650,1.92,0.49,0.475,0.18,0.2,21615.12372,1875.827475,4453.853084,,114.34153470165,9.92291300782903
2651,1.38,0.36,0.1,0.5,0.2,21558.34405,1572.824781,2841.106425,,114.041176735083,8.32006337812103
2652,2.46,0.49,0.475,0.42,0.8,24111.24862,2315.680881,6185.454872,,127.545750211595,12.249687267245
2653,3,0.75,0.475,0.18,0.8,21819.0561,2888.598768,10693.99985,,115.420313690224,15.2803574269996
2654,3,0.75,0.35,0.1,0.8,20351.85126,2853.028371,10693.99985,,107.658967731697,15.0921940911976
2655,1.92,0.1,0.6,0.42,0.4,26228.16924,1284.953566,532.588153,,138.744018408802,6.79725754337706
2656,2.46,0.75,0.1,0.34,0.6,20198.19434,2679.992981,9733.971976,,106.846140181972,14.1768566493864
2657,1.38,0.62,0.35,0.18,0.4,19003.26087,2367.940631,6999.354063,,100.525078660601,12.5261353734659
2658,1.38,0.1,0.1,0.1,0.6,19296.94557,1010.556267,564.6880409,,102.078637166737,5.34572718472281
2659,0.84,0.75,0.1,0.1,0.2,15161.55861,2426.225375,7807.806912,,80.2029126639865,12.8344550095218
2660,1.92,0.49,0.1,0.42,0.4,21196.77058,1959.103736,5032.242432,,112.128494392721,10.3634349132459
2661,2.46,0.23,0.6,0.34,0.8,25582.73081,1643.095965,2226.606843,,135.329722862886,8.6917899121879
2662,0.3,0.62,0.35,0.34,0.4,17868.52974,2528.842339,7002.644712,,94.5224806390182,13.3772870239103
2663,1.92,0.75,0.1,0.42,0.6,19858.62238,2732.280678,9737.01499,,105.049843313584,14.453452592044
2664,1.38,0.36,0.475,0.18,0.6,20721.98687,1876.253412,3616.778068,,109.616942816335,9.92516616589082
2665,1.92,0.75,0.1,0.42,0.2,20415.516,2334.915562,7806.030808,,107.995746931866,12.3514365319509
2666,2.46,0.75,0.225,0.1,0.8,18627.59129,2866.169312,10698.44973,,98.5378295069827,15.1617081675836
2667,3,0.1,0.35,0.18,0.8,24832.63439,1139.462082,671.8566294,,131.361798508252,6.02762421709691
2668,0.84,0.23,0.475,0.5,0.4,23040.20232,1570.505373,1673.021498,,121.880037663986,8.30779397482015
2669,2.46,0.49,0.225,0.5,0.4,23667.03434,1988.411004,5030.459304,,125.195907427,10.5184670122725
2670,3,0.75,0.6,0.42,0.2,25285.44287,2422.544712,7803.904,,133.757103628862,12.81498472281
2671,0.3,0.1,0.35,0.42,0.4,21052.39074,1232.262496,497.4760127,,111.364741536183,6.51852780363944
2672,0.84,0.62,0.475,0.5,0.6,21032.90881,2670.335961,7782.042563,,111.261684352518,14.1257721170123
2673,2.46,0.36,0.225,0.42,0.2,23843.86105,1562.050857,2993.942804,,126.131300518409,8.2630705512061
2674,1.92,0.62,0.1,0.26,0.2,19519.84827,2034.868742,6218.302699,,103.257766980533,10.7642231379602
2675,1.92,0.23,0.6,0.34,0.6,24625.22284,1601.83688,2009.625859,,130.264615107914,8.47353406686416
2676,0.84,0.36,0.6,0.26,0.8,20742.54304,2096.051973,4006.568812,,109.725682606856,11.0878754390605
2677,0.84,0.23,0.35,0.5,0.2,22467.72872,1443.090688,1463.171452,,118.851717731697,7.63378484976725
2678,3,0.23,0.6,0.5,0.6,27865.84529,1628.248843,2007.567767,,147.407137589928,8.6132503332628
2679,1.38,0.62,0.6,0.5,0.4,23131.87356,2482.628592,6999.354063,,122.36496804909,13.1328215827338
2680,1.92,0.62,0.225,0.26,0.2,20338.71032,2084.662062,6218.302699,,107.589453660601,11.0276241112992
2681,1.38,0.36,0.1,0.18,0.8,18259.75445,1845.429139,4004.61389,,96.5920146529835,9.76210928374947
2682,1.92,0.75,0.225,0.26,0.2,19856.5969,2358.710019,7806.030808,,105.039128755819,12.4773064906898
2683,2.46,0.49,0.475,0.5,0.4,25110.6786,2077.383301,5030.459304,,132.832620609395,10.9891202972916
2684,0.84,0.75,0.1,0.42,0.6,17551.45504,2845.827135,9742.343302,,92.8451917054592,15.0541003755819
2685,0.3,0.75,0.225,0.1,0.8,13920.58719,3126.202603,10712.72117,,73.638315647482,16.5372545651714
2686,1.38,0.62,0.35,0.1,0.4,18241.48224,2359.766939,6999.354063,,96.4953567498942,12.4828974767245
2687,1.92,0.23,0.6,0.26,0.8,23858.6051,1640.781114,2227.843922,,126.209294858231,8.67954461489632
2688,0.3,0.1,0.225,0.18,0.2,18233.74438,1053.713399,430.7632897,,96.4544243546339,5.57402348180279
2689,1.92,0.1,0.35,0.26,0.4,23559.02207,1139.464575,532.588153,,124.624534860347,6.02763740478206
2690,3,0.36,0.1,0.34,0.6,22961.71291,1703.275776,3789.623947,,121.464837653407,9.0101342361405
2691,3,0.36,0.35,0.5,0.6,25788.79946,1843.732474,3789.623947,,136.419802475667,9.75313411976301
2692,3,0.75,0.1,0.5,0.6,22446.31277,2665.909893,9730.634564,,118.738429803216,14.1023587230216
2693,2.46,0.62,0.225,0.5,0.4,23106.85406,2272.249947,6995.375679,,122.232617752857,12.0199425888701
2694,1.92,0.23,0.1,0.1,0.8,19428.88034,1405.126941,2227.843922,,102.776557024968,7.43296096593314
2695,1.92,0.1,0.1,0.1,0.2,20618.39006,952.9670627,463.0824668,,109.068927528565,5.04108687420652
2696,2.46,0.36,0.6,0.26,0.4,24421.22656,1762.967331,3392.851679,,129.185498095641,9.32589574164198
2697,1.92,0.75,0.475,0.42,0.6,22155.77439,2836.890027,9737.01499,,117.201514970377,15.0068240954295
2698,0.3,0.1,0.225,0.5,0.4,20957.66425,1209.574122,497.4760127,,110.863649227677,6.39850889758781
2699,2.46,0.23,0.35,0.42,0.4,25094.53903,1454.162654,1790.789256,,132.747244128227,7.69235428480745
2700,1.38,0.49,0.35,0.42,0.6,21441.24153,2242.310244,5854.827032,,113.421717784596,11.8615649809564
2701,0.84,0.49,0.6,0.34,0.4,21145.20743,2216.476648,5260.216808,,111.855731220906,11.7249082099027
2702,3,0.75,0.225,0.1,0.6,19791.19189,2657.549622,9730.634564,,104.693143726196,14.058133844689
2703,0.84,0.1,0.475,0.42,0.4,23169.34398,1259.953681,497.6532392,,122.563182289463,6.66501100825222
2704,1.92,0.62,0.1,0.34,0.6,19717.39449,2425.039606,7776.619042,,104.302763912399,12.8281824269996
2705,1.92,0.1,0.1,0.26,0.2,22089.30945,1015.406422,463.0824668,,116.849923032163,5.37138395048667
2706,0.84,0.23,0.475,0.26,0.6,20899.17573,1581.32085,1882.871544,,110.554251639865,8.36500661235717
2707,2.46,0.23,0.225,0.1,0.4,21552.07517,1297.510817,1790.789256,,114.008015076174,6.86368396635633
2708,3,0.75,0.1,0.34,0.2,21705.21979,2237.824301,7803.904,,114.818132617435,11.8378348550571
2709,0.84,0.23,0.225,0.1,0.4,18039.01018,1345.939999,1673.021498,,95.424302687262,7.1198688055438
2710,0.84,0.75,0.1,0.42,0.8,17322.0629,3008.125049,10709.6115,,91.6317334955565,15.9126377962336
2711,2.46,0.1,0.35,0.34,0.6,25243.08324,1184.352899,602.2264778,,133.533026026238,6.26509150973339
