Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling
4209,1.8,0.52,0.54,1.7,0.6,281685.0244,175530.1906
4210,2.8,0.66,0.1,0.42,0.8,162000.0606,173744.4617
4211,0.3,0.66,0.54,0.1,0.6,82649.27816,157641.5584
4212,2.8,0.8,0.1,0.1,0.2,140508.284,129055.1765
4213,1.8,0.52,0.1,0.74,0.6,192742.6578,152514.7293
4214,1.3,0.38,1.2,1.38,0.2,283246.1206,140075.0548
4215,0.8,0.24,0.32,1.7,0.4,282555.8869,138635.3057
4216,2.3,0.8,1.2,0.1,0.2,152036.4674,135333.303
4217,2.3,0.66,0.1,1.7,0.2,290652.848,158073.499
4218,1.3,0.38,1.2,1.7,0.4,299830.5025,155412.8003
4219,1.8,0.24,0.54,1.7,0.6,307182.4045,146709.6023
4220,1.8,0.1,0.1,0.74,0.2,240280.1756,100943.5652
4221,2.3,0.24,1.2,1.06,0.2,289835.7369,125721.3287
4222,2.3,0.52,0.54,1.38,0.6,269150.6824,169332.3345
4223,2.8,0.8,0.54,0.74,0.4,211999.3794,165954.9283
4224,0.8,0.24,0.76,0.74,0.6,207636.2142,125130.7798
4225,0.3,0.24,0.54,1.38,0.2,253863.5819,126812.5218
4226,1.8,0.8,0.76,0.74,0.6,185822.4044,185799.1356
4227,1.3,0.24,0.98,1.06,0.2,263539.9247,123045.3089
4228,1.3,0.52,0.98,0.42,0.2,181043.0628,124537.5352
4229,0.8,0.66,0.98,0.1,0.4,111509.611,141981.6594
4230,2.3,0.8,1.2,0.74,0.8,196380.5039,204890.9568
4231,0.3,0.66,0.76,0.74,0.2,175043.4051,140388.3552
4232,0.8,0.8,0.1,1.06,0.4,186697.6239,171110.3294
4233,0.3,0.52,0.98,0.42,0.8,132187.429,164168.7832
4234,2.3,0.52,0.76,0.42,0.8,177641.2308,159837.9638
4235,0.8,0.66,0.32,1.38,0.2,236558.0437,152105.7726
4236,0.3,0.38,0.76,1.7,0.6,259421.0483,161803.687
4237,2.8,0.66,0.98,0.74,0.2,239482.6248,142425.2126
4238,2.8,0.24,0.1,0.74,0.2,250605.9272,111713.2499
4239,1.3,0.66,1.2,1.38,0.4,255885.2733,171953.0393
4240,0.8,0.38,0.1,0.1,0.8,101474.5345,129696.1533
4241,1.8,0.24,1.2,1.06,0.8,266158.8533,141068.5603
4242,1.3,0.52,0.1,1.7,0.2,276467.774,149048.0416
4243,2.3,0.66,1.2,0.42,0.2,199106.0044,135025.4633
4244,0.8,0.38,0.32,0.1,0.2,124822.8004,101927.8301
4245,0.8,0.52,0.1,0.42,0.2,149940.0564,119138.4658
4246,2.8,0.38,1.2,1.38,0.8,298293.0193,166285.7405
4247,2.3,0.66,0.54,1.06,0.2,250771.5391,147284.3359
4248,0.3,0.52,0.98,1.06,0.4,208794.2095,152610.0004
4249,0.3,0.38,1.2,0.42,0.2,166217.231,115848.6543
4250,1.8,0.24,0.76,1.38,0.4,292675.5462,135743.1842
4251,2.3,0.52,0.32,0.74,0.4,216806.3136,141709.7115
4252,0.3,0.38,0.76,1.38,0.4,242039.8225,146073.9977
4253,1.3,0.38,0.98,0.74,0.6,211139.9984,142028.5702
4254,1.3,0.8,0.98,0.74,0.2,198208.6634,150413.6245
4255,0.8,0.38,0.1,1.06,0.4,216603.822,135091.3418
4256,2.3,0.66,0.1,1.06,0.2,241384.7056,144540.5075
4257,0.3,0.1,0.32,0.42,0.4,167828.6241,94077.47475
4258,2.3,0.66,0.1,1.7,0.8,265205.2578,200226.7606
4259,2.8,0.38,0.76,1.38,0.6,295432.1163,156663.4718
4260,0.8,0.24,0.76,1.06,0.6,237351.2482,133037.3317
4261,2.3,0.38,0.76,1.06,0.6,259364.3294,149266.189
4262,0.3,0.8,0.1,0.42,0.6,101918.6529,178110.4373
4263,2.8,0.1,1.2,0.42,0.4,247732.8596,101681.4351
4264,2.8,0.1,1.2,0.74,0.2,282688.2393,108957.7684
4265,0.3,0.66,0.76,1.7,0.2,254353.2315,160848.694
4266,0.3,0.52,0.1,0.1,0.8,75916.24382,151911.5245
4267,2.8,0.38,0.98,1.38,0.6,299166.6032,157819.5456
4268,2.8,0.66,0.1,1.38,0.6,258734.708,180512.8428
4269,1.8,0.38,0.98,0.42,0.2,202420.4618,115901.8478
4270,2.8,0.52,0.54,0.74,0.4,231592.7597,143305.0808
4271,1.3,0.1,0.1,0.42,0.8,188209.4635,97320.23572
4272,0.8,0.24,0.32,1.7,0.4,282555.8869,138635.3057
4273,1.3,0.8,0.76,0.74,0.2,194328.4818,149249.9591
4274,0.8,0.66,0.54,1.38,0.2,241059.4414,153430.674
4275,1.8,0.24,0.1,1.06,0.6,248805.2527,129794.4381
4276,2.3,0.1,1.2,1.7,0.4,347060.9236,133167.2868
4277,0.3,0.52,0.98,1.7,0.8,244700.6815,190176.497
4278,2.8,0.66,1.2,0.42,0.8,183461.7953,179698.9959
4279,0.8,0.38,0.54,1.7,0.6,269524.9307,160613.3315
4280,2.8,0.8,0.1,1.7,0.6,271873.7642,200075.2898
4281,1.8,0.38,0.76,0.42,0.4,191502.0038,123843.7109
4282,0.3,0.38,0.32,1.38,0.8,221833.72,161906.6159
4283,2.3,0.24,0.98,1.06,0.4,281692.922,130069.3706
4284,0.8,0.8,0.1,1.06,0.2,197283.8381,152553.4439
4285,0.3,0.52,1.2,1.06,0.8,198606.9403,179002.7257
4286,0.3,0.8,0.32,1.06,0.6,168963.6286,192052.8771
4287,1.3,0.24,1.2,1.7,0.8,303468.7196,154433.3643
4288,1.8,0.38,1.2,0.42,0.6,192295.6006,135464.1258
4289,2.3,0.1,1.2,0.1,0.4,198222.9744,91051.31604
4290,2.8,0.1,0.32,1.7,0.4,342050.0558,128913.8718
4291,2.3,0.38,0.1,1.7,0.2,308281.4788,141987.1041
4292,1.3,0.1,0.98,1.06,0.8,268742.988,119999.9399
4293,0.8,0.8,0.98,1.38,0.8,213577.6499,218711.3292
4294,0.8,0.8,0.98,1.7,0.6,244711.1784,206363.2826
4295,2.8,0.8,0.1,0.42,0.4,168492.6905,155694.0679
4296,0.8,0.38,0.54,1.06,0.8,214493.7238,155838.6471
4297,1.3,0.66,1.2,0.1,0.6,119788.9148,158929.5994
4298,2.8,0.38,0.76,0.42,0.4,213106.9486,124494.0306
4299,0.3,0.8,0.32,0.1,0.4,77415.90774,152353.5816
4300,1.3,0.38,0.98,0.42,0.6,177213.8807,133861.6124
4301,2.3,0.66,0.76,0.42,0.4,181574.5535,147917.1473
4302,1.3,0.1,1.2,0.74,0.4,246573.1385,109022.5294
4303,1.3,0.8,0.76,1.7,0.2,273313.0604,169533.2572
4304,0.3,0.52,0.32,0.74,0.8,152629.8981,167581.8365
4305,1.8,0.24,0.54,1.38,0.2,293210.6763,128946.2866
4306,1.3,0.66,0.98,1.38,0.8,236612.1422,200330.225
4307,1.3,0.66,0.1,1.06,0.8,192830.0121,189339.0746
4308,1.8,0.24,1.2,0.74,0.8,236666.8009,133197.3194
4309,2.8,0.52,0.98,1.38,0.2,303288.0232,149101.6067
4310,2.3,0.24,0.32,0.1,0.4,166951.2959,99514.58152
4311,0.8,0.52,0.32,1.38,0.2,245052.2394,143509.1609
4312,2.8,0.1,0.54,0.1,0.2,199647.6767,85859.42263
4313,2.8,0.8,0.76,1.7,0.8,277569.9146,220059.6764
4314,2.8,0.52,0.98,0.74,0.8,225606.0571,168425.9117
4315,0.3,0.38,1.2,1.38,0.2,255840.2703,139147.1592
4316,2.3,0.24,0.1,1.06,0.4,264636.8521,124773.3569
4317,0.8,0.38,0.54,1.06,0.2,232752.4153,128723.463
4318,0.8,0.24,0.54,1.06,0.4,237726.0271,125809.2111
4319,1.8,0.1,0.32,0.1,0.2,172427.9778,83171.77114
4320,0.8,0.8,0.1,0.42,0.8,108311.6976,196109.8282
4321,1.3,0.52,0.1,1.38,0.2,253216.2494,142455.3384
4322,0.3,0.24,0.76,1.06,0.6,222745.0149,132878.3425
4323,2.3,0.24,1.2,0.42,0.6,217518.4599,119849.6413
4324,2.8,0.66,0.54,1.7,0.6,291369.8758,189198.3084
4325,1.3,0.66,0.1,1.7,0.6,249834.7378,186932.3132
4326,1.3,0.52,1.2,0.42,0.6,168529.6831,151027.5336
4327,1.3,0.52,1.2,1.38,0.8,251857.682,183918.3795
4328,2.3,0.66,0.98,1.06,0.8,232956.7107,192988.2228
4329,2.3,0.38,1.2,0.42,0.2,217249.7766,117498.1383
4330,1.8,0.24,0.54,0.1,0.4,160066.7011,100555.9405
4331,2.3,0.24,1.2,1.38,0.8,303290.6976,148502.3243
4332,0.3,0.38,1.2,1.38,0.2,255840.2703,139147.1592
4333,0.3,0.52,0.54,1.06,0.4,200726.7881,150198.0105
4334,2.8,0.52,1.2,0.1,0.2,179167.7395,117457.6791
4335,1.3,0.24,0.54,1.7,0.6,295673.3984,146054.6942
4336,1.3,0.52,0.54,1.38,0.6,246711.9929,169156.4199
4337,0.8,0.1,0.32,0.42,0.8,179032.2829,98925.15736
4338,2.8,0.52,0.1,0.1,0.4,148601.2512,123330.2075
4339,0.8,0.66,0.32,1.7,0.4,250532.1756,173482.1848
4340,0.8,0.52,0.1,1.7,0.6,247947.2426,172829.5199
4341,2.3,0.38,0.32,0.1,0.8,142826.1324,130001.6403
4342,2.3,0.52,0.1,1.38,0.4,267748.2571,154945.2328
4343,0.3,0.52,0.76,0.1,0.4,102400.792,128463.071
4344,2.3,0.66,0.1,1.7,0.8,265205.2578,200226.7606
4345,0.8,0.52,0.32,1.38,0.2,245052.2394,143509.1609
4346,1.3,0.66,0.32,1.38,0.2,249524.4745,152335.7463
4347,1.8,0.8,0.1,1.06,0.8,193925.6645,206189.8187
4348,0.8,0.1,1.2,0.42,0.2,201490.6047,97105.13734
4349,0.8,0.52,0.32,1.38,0.6,229354.099,168030.6258
4350,2.3,0.52,0.54,0.1,0.6,140049.7859,138815.9142
4351,2.3,0.52,1.2,1.38,0.2,296616.6177,149693.8592
4352,1.8,0.38,1.2,1.7,0.8,300171.4958,172547.3423
4353,2.8,0.24,1.2,0.74,0.2,271166.5172,118208.5418
4354,2.8,0.1,1.2,1.06,0.6,307855.5557,120583.405
4355,1.8,0.52,1.2,0.1,0.8,135491.2969,154542.4535
4356,0.8,0.38,1.2,0.42,0.6,167781.5455,135168.254
4357,1.8,0.1,0.98,1.38,0.2,311839.8632,122393.6101
4358,2.3,0.24,0.32,0.74,0.2,245007.9279,112489.985
4359,2.8,0.66,0.98,0.42,0.4,195642.6276,149097.5541
4360,2.8,0.24,0.32,0.1,0.2,182892.676,94231.73789
4361,2.3,0.1,0.54,0.1,0.8,183240.5668,90372.50078
4362,2.8,0.8,1.2,0.42,0.4,189929.3994,161784.0244
4363,1.3,0.38,0.32,1.38,0.4,260946.849,143957.1732
4364,1.3,0.8,0.32,1.38,0.6,221358.1936,196609.4402
4365,0.3,0.66,0.1,0.1,0.6,72606.88815,155082.7816
4366,1.3,0.24,0.1,0.42,0.8,169455.2516,117830.367
4367,2.3,0.66,0.1,1.7,0.6,272161.3171,186594.1721
4368,0.8,0.66,0.76,0.42,0.4,146098.6828,148619.6774
4369,2.3,0.1,1.2,1.38,0.8,321619.3235,129052.8879
4370,0.3,0.52,0.98,0.74,0.2,187261.3583,132431.1383
4371,1.3,0.8,0.32,1.38,0.4,230771.9828,178576.0431
4372,0.3,0.1,0.98,1.7,0.2,294971.9398,127156.4891
4373,0.8,0.8,0.54,1.38,0.4,222573.3876,180119.6362
4374,2.8,0.66,0.32,0.42,0.4,182927.9148,145373.6759
4375,0.3,0.38,0.32,0.74,0.8,165450.2679,147907.4454
4376,0.8,0.8,0.1,1.38,0.4,213055.0997,177498.5902
4377,0.8,0.52,0.32,0.42,0.2,155038.0151,120566.6289
4378,2.3,0.66,0.76,1.38,0.8,255314.839,198141.6533
4379,1.8,0.24,0.98,1.38,0.4,296401.5568,136927.7139
4380,0.8,0.52,0.54,1.06,0.2,223342.3975,137759.4163
4381,2.8,0.66,0.32,0.1,0.8,128387.2219,167396.8329
4382,0.8,0.66,0.54,1.7,0.8,239305.3109,204572.0018
4383,2.8,0.52,0.54,1.06,0.6,253021.8066,162646.8468
4384,0.8,0.24,0.54,1.38,0.8,255642.3175,144353.7519
4385,0.3,0.24,0.76,0.1,0.6,119168.2331,107847.7286
4386,1.3,0.24,1.2,1.06,0.6,257861.7539,135566.4916
4387,2.8,0.66,0.54,0.74,0.6,212227.4696,169524.7993
4388,0.8,0.66,0.98,0.74,0.4,183691.1244,157260.4949
4389,0.3,0.1,0.76,0.42,0.8,172336.3238,101956.8401
4390,2.3,0.24,0.54,1.06,0.8,266125.0744,137697.7458
4391,0.8,0.38,0.54,0.74,0.4,196302.1339,130144.752
4392,0.3,0.66,1.2,1.06,0.8,187584.3697,197323.0229
4393,0.8,0.1,0.1,0.42,0.2,180365.138,90440.8727
4394,0.3,0.38,0.1,0.1,0.4,98080.07194,110685.6438
4395,0.3,0.38,0.1,1.38,0.6,222351.3123,151437.9541
4396,1.8,0.24,0.1,1.38,0.2,284038.2988,126128.0931
4397,2.8,0.52,0.76,0.42,0.2,210838.1986,124355.4115
4398,0.8,0.8,0.98,0.42,0.8,126349.3166,200790.4388
4399,0.3,0.52,0.98,1.7,0.4,258485.7912,165706.2013
4400,1.8,0.1,0.32,0.42,0.4,209536.1056,95401.93664
4401,2.8,0.38,0.1,1.06,0.2,269733.4429,128407.0574
4402,2.3,0.66,0.54,0.42,0.2,187423.5867,131461.6358
4403,1.8,0.66,1.2,0.42,0.8,162803.8968,180902.5269
4404,2.8,0.66,0.1,0.42,0.8,162000.0606,173744.4617
4405,1.3,0.66,0.1,1.7,0.4,258459.7861,172074.0835
4406,2.3,0.1,0.98,0.1,0.2,196785.0597,87803.23571
4407,0.3,0.24,0.98,0.1,0.8,119175.031,115361.0212
4408,0.3,0.66,0.32,0.1,0.2,93380.62749,122211.579
4409,0.8,0.52,0.98,1.06,0.2,231324.7402,140208.596
4410,1.8,0.66,0.32,0.74,0.4,195703.8392,153221.2069
4411,0.3,0.24,1.2,1.06,0.2,239209.2554,123022.6612
4412,2.3,0.24,0.54,1.7,0.8,315131.5951,151681.7915
4413,2.3,0.1,1.2,1.7,0.8,344236.5381,135993.7806
4414,1.3,0.66,0.98,0.42,0.2,172480.5485,133643.3705
4415,2.3,0.52,0.76,0.1,0.4,152353.1034,127297.1255
4416,1.3,0.66,0.1,1.7,0.2,267943.2416,157369.0091
4417,0.8,0.24,1.2,1.7,0.8,290225.3914,154486.292
4418,1.3,0.52,0.54,1.06,0.8,214072.5947,174037.7542
4419,1.3,0.66,1.2,0.1,0.4,127719.6586,142467.5592
4420,1.3,0.24,0.76,1.06,0.4,255117.6014,127532.3757
4421,2.8,0.66,0.1,1.06,0.6,232451.8001,173950.4858
4422,0.8,0.1,0.1,0.1,0.8,134062.6325,87808.13033
4423,0.8,0.8,0.98,1.38,0.8,213577.6499,218711.3292
4424,2.8,0.66,0.76,1.06,0.6,246039.0534,177794.7195
4425,1.3,0.24,0.32,0.1,0.6,138488.2254,104712.3814
4426,0.8,0.52,0.98,0.74,0.4,193369.1445,145149.6055
4427,1.3,0.24,0.98,0.42,0.6,190900.6271,117897.3754
4428,2.3,0.8,1.2,1.7,0.6,282659.7093,206099.1093
4429,2.3,0.1,0.98,0.1,0.4,194656.8842,89877.49496
4430,2.8,0.8,0.98,1.38,0.2,286541.8064,165097.1972
4431,1.3,0.66,0.32,1.38,0.8,224109.6929,196810.6081
4432,0.8,0.24,1.2,0.1,0.2,151147.5583,97348.73129
4433,1.3,0.52,0.98,1.7,0.4,285466.7835,165890.1231
4434,2.3,0.66,0.54,1.38,0.6,258146.9437,183177.9681
4435,1.3,0.66,0.1,1.38,0.4,235007.2215,165858.8594
4436,2.8,0.52,0.32,0.1,0.2,162762.5222,112443.2963
4437,1.8,0.66,0.98,1.06,0.2,247701.2868,149383.6037
4438,0.3,0.52,0.54,1.38,0.6,219763.4885,169594.7254
4439,2.3,0.52,0.76,1.38,0.2,289430.5512,147438.0626
4440,1.3,0.1,0.1,0.74,0.6,223905.662,104449.2923
4441,2.8,0.8,0.54,0.42,0.8,161214.9719,194238.4536
4442,2.3,0.66,0.32,1.38,0.4,262604.9101,167348.2414
4443,2.8,0.1,0.76,1.38,0.6,326155.2277,125894.6508
4444,1.3,0.66,0.1,0.74,0.6,170147.1409,167684.2793
4445,1.3,0.8,0.32,1.06,0.8,187425.1401,208413.8635
4446,1.8,0.38,0.76,0.74,0.8,213802.0137,149595.2616
4447,2.3,0.1,1.2,0.1,0.6,196331.2989,92691.29867
4448,1.8,0.1,0.54,0.74,0.6,245714.0626,107728.7106
4449,2.3,0.38,0.54,0.42,0.4,198521.8951,122840.1717
4450,1.8,0.1,0.76,1.06,0.2,282636.1686,113531.2782
4451,2.8,0.1,0.32,1.06,0.2,295932.3495,112342.1897
4452,0.3,0.38,0.76,1.38,0.6,235977.2365,155416.9775
4453,0.8,0.38,0.98,0.42,0.2,177265.627,114855.1651
4454,0.8,0.8,0.1,0.42,0.2,133703.7794,137812.6174
4455,2.3,0.8,0.54,1.06,0.6,221811.474,190814.1009
4456,2.3,0.8,0.1,0.74,0.4,192318.3827,163378.257
4457,1.8,0.52,0.1,1.7,0.8,266333.6158,183695.2274
4458,2.8,0.66,0.1,0.74,0.6,202667.0353,166873.4368
4459,2.8,0.1,0.54,0.74,0.2,271474.7133,105288.2243
4460,0.8,0.66,0.32,1.38,0.6,218599.8,182705.4895
4461,2.3,0.1,0.76,1.38,0.6,315799.1975,125409.9858
4462,0.8,0.24,0.76,0.1,0.6,134005.709,107541.7922
4463,2.8,0.66,0.32,0.74,0.8,200860.8301,182300.0706
4464,0.3,0.38,1.2,0.1,0.2,126755.4623,107107.1384
4465,1.3,0.52,1.2,0.74,0.8,196022.4726,170481.1939
4466,2.3,0.8,1.2,0.74,0.6,203877.3895,187480.5592
4467,0.8,0.66,0.1,1.7,0.2,255028.6763,157102.7871
4468,1.3,0.24,0.1,1.7,0.4,290856.1756,137693.325
4469,1.3,0.1,0.1,1.7,0.2,305814.7004,123306.3722
4470,0.3,0.8,1.2,0.42,0.6,123748.7165,183937.5447
4471,2.3,0.66,0.54,0.74,0.6,202212.6112,169656.9125
4472,2.3,0.24,0.76,1.7,0.8,319142.0952,152925.0836
4473,2.8,0.66,0.98,0.1,0.2,166720.2433,125265.5222
4474,0.3,0.52,0.32,1.06,0.2,204361.5434,136177.2714
4475,2.8,0.1,0.1,0.74,0.4,260332.4163,104309.9113
4476,2.3,0.66,0.76,0.1,0.4,142488.863,139548.0635
4477,2.8,0.38,0.98,0.74,0.2,257631.3646,125635.5727
4478,2.3,0.66,0.98,0.42,0.6,176547.872,164535.6045
4479,2.3,0.38,0.1,1.7,0.4,301728.2578,150404.9457
4480,0.3,0.8,0.1,1.7,0.8,205666.9443,220639.3975
4481,2.3,0.1,0.32,1.06,0.2,285494.351,111586.0309
4482,2.8,0.8,0.98,1.7,0.2,309566.2219,171428.2824
4483,1.3,0.38,1.2,0.42,0.6,180828.4813,134978.8692
4484,1.3,0.52,0.1,0.42,0.6,146910.5287,144832.4497
4485,0.3,0.8,0.32,0.74,0.2,158414.4609,146946.0136
4486,0.3,0.52,0.98,1.7,0.6,251215.5938,178042.7042
4487,1.3,0.66,0.98,1.38,0.8,236612.1422,200330.225
4488,0.3,0.24,1.2,1.38,0.4,260680.1082,136377.619
4489,0.3,0.24,0.76,0.74,0.6,192926.0887,125052.125
4490,1.3,0.8,0.98,0.74,0.2,198208.6634,150413.6245
4491,0.3,0.24,0.32,1.7,0.6,263811.7492,144169.4413
4492,2.3,0.8,0.76,0.42,0.4,172375.0321,159724.0423
4493,1.3,0.24,0.32,1.38,0.6,268092.7573,137958.1262
4494,1.8,0.38,1.2,0.74,0.6,226148.8427,143700.0852
4495,1.3,0.52,0.98,1.38,0.6,254638.2204,171514.9236
4496,2.8,0.24,0.98,1.06,0.6,287164.8599,135924.4036
4497,2.3,0.38,0.32,1.38,0.6,276903.7828,153773.8108
4498,1.8,0.1,0.54,0.42,0.4,214035.0422,96814.76406
4499,0.3,0.52,0.1,1.7,0.4,241162.9747,160626.3009
4500,0.3,0.8,0.1,0.42,0.8,95541.63643,197926.0136
4501,0.8,0.1,0.1,1.06,0.6,239683.0916,112482.7756
4502,2.3,0.24,0.32,1.7,0.4,318197.7793,140540.8411
4503,0.8,0.66,0.54,1.38,0.8,215907.7253,198897.392
4504,0.3,0.52,0.54,1.38,0.2,235205.8002,144553.0839
4505,1.3,0.66,0.54,1.06,0.6,209521.2035,177183.1186
4506,2.3,0.8,0.98,1.38,0.6,255933.3406,199310.5429
4507,1.3,0.1,0.1,0.1,0.6,150364.0995,85522.3487
4508,1.3,0.24,0.98,0.42,0.2,200524.2935,106040.8286
4509,2.3,0.66,0.32,0.74,0.6,197634.3789,168368.1859
4510,2.3,0.66,0.32,0.74,0.6,197634.3789,168368.1859
4511,2.8,0.38,0.98,0.42,0.4,216952.3387,125696.0097
4512,0.8,0.24,0.76,0.74,0.8,203743.0992,130629.1202
4513,1.8,0.66,0.76,0.42,0.4,170645.8185,148008.5432
4514,0.3,0.24,1.2,0.74,0.8,196291.7891,133373.3881
4515,1.3,0.38,0.1,0.1,0.2,133188.0426,100552.6373
4516,0.3,0.8,0.98,0.42,0.2,137843.6086,143313.4642
4517,2.8,0.8,0.1,1.38,0.4,258406.0689,177020.1685
4518,1.8,0.24,0.54,1.38,0.8,280835.5843,144772.0266
4519,0.3,0.24,1.2,1.06,0.4,234558.3907,129071.2536
4520,1.8,0.66,1.2,0.1,0.2,149000.5536,126220.9633
4521,2.3,0.1,0.54,1.7,0.2,337879.8767,127687.9557
4522,2.8,0.8,0.76,0.74,0.2,227384.2413,149641.5836
4523,2.8,0.66,0.1,1.7,0.4,291076.9025,172446.2774
4524,2.8,0.24,1.2,1.7,0.4,343645.1644,146029.2519
4525,1.3,0.38,1.2,1.06,0.8,239284.9059,158919.1312
4526,0.8,0.66,0.1,0.1,0.8,79852.99413,170172.7782
4527,2.8,0.1,0.76,0.1,0.4,201691.9032,89167.48521
4528,1.8,0.1,0.54,0.74,0.6,245714.0626,107728.7106
4529,2.3,0.38,0.1,0.1,0.4,149331.6751,110775.705
4530,1.8,0.66,0.32,1.7,0.4,275074.4156,173490.4779
4531,1.8,0.1,0.32,0.74,0.8,239683.9966,107959.2797
4532,0.3,0.24,1.2,0.42,0.2,175754.8027,106384.3004
4533,0.3,0.1,0.1,0.1,0.4,122614.2782,83042.92978
4534,2.3,0.52,0.76,0.1,0.2,161171.9433,114831.0712
4535,0.8,0.24,0.98,0.1,0.6,137981.9723,108771.3455
4536,2.3,0.38,0.54,0.74,0.4,232382.1813,131378.2603
4537,1.3,0.38,0.54,0.74,0.8,197947.524,147992.4138
4538,0.3,0.1,0.1,0.1,0.4,122614.2782,83042.92978
4539,0.3,0.38,0.76,1.7,0.6,259421.0483,161803.687
4540,2.3,0.8,0.76,0.74,0.4,206116.422,167241.3114
4541,1.3,0.24,0.32,1.7,0.4,295646.3813,139130.6425
4542,1.8,0.24,0.32,0.74,0.8,220642.964,128238.5545
4543,2.8,0.38,0.54,1.38,0.6,291383.506,155424.7436
4544,2.3,0.24,0.98,1.06,0.2,286387.4825,124600.9794
4545,0.8,0.1,0.98,1.7,0.2,309426.2435,127869.0429
4546,1.3,0.66,0.98,0.1,0.2,133440.8273,125197.4376
4547,1.8,0.66,0.54,1.06,0.4,229992.4616,161808.365
4548,0.8,0.8,0.76,0.1,0.4,99608.32903,153690.9607
4549,2.3,0.66,1.2,0.74,0.4,222825.0925,158007.9157
4550,2.3,0.8,0.32,0.74,0.4,197337.0693,164738.7707
4551,2.8,0.24,0.1,1.7,0.8,316344.8412,149277.9987
4552,1.8,0.24,0.32,0.42,0.4,194980.0077,108725.0116
4553,2.8,0.1,0.1,0.1,0.2,190204.1819,82936.48416
4554,0.3,0.1,0.76,0.1,0.8,132433.2373,92583.99888
4555,1.8,0.52,1.2,1.7,0.8,286973.6411,189672.3296
4556,2.3,0.38,1.2,0.1,0.8,159412.4617,134906.7231
4557,1.3,0.66,1.2,0.74,0.6,191548.0344,173721.4839
4558,1.3,0.38,0.76,0.74,0.8,202152.0052,149241.8033
4559,0.8,0.8,1.2,0.1,0.8,93901.29735,195384.5956
4560,0.3,0.52,0.32,0.1,0.2,101082.9221,112277.8284
4561,1.8,0.1,1.2,0.1,0.4,186484.2239,90579.18473
4562,2.8,0.52,0.98,0.74,0.4,239555.0574,145730.7219
4563,2.3,0.52,1.2,1.7,0.6,303659.4409,179001.8884
4564,0.8,0.66,0.32,0.74,0.8,155622.7366,185149.0674
4565,0.3,0.8,0.54,0.1,0.2,91243.89731,133400.152
4566,1.3,0.1,1.2,0.74,0.2,248626.7007,106781.4014
4567,0.3,0.24,0.32,1.38,0.8,236379.1179,143282.5974
4568,2.8,0.1,0.54,1.38,0.8,321112.2132,125746.721
4569,0.8,0.52,0.1,0.74,0.4,175602.9008,139979.3827
4570,0.3,0.24,1.2,1.06,0.6,230123.0428,135192.9885
4571,0.3,0.38,0.54,1.7,0.8,249896.8915,169474.895
4572,1.8,0.66,0.54,0.74,0.6,191448.9448,169915.8368
4573,1.8,0.8,0.32,0.1,0.4,113975.6203,149719.8555
4574,0.8,0.8,0.98,1.38,0.8,213577.6499,218711.3292
4575,1.8,0.38,0.98,1.38,0.8,273487.2288,165128.3179
4576,1.8,0.38,0.98,0.74,0.2,236112.9621,124551.6291
4577,2.3,0.66,0.32,1.38,0.8,246705.4141,195718.4757
4578,2.3,0.66,0.1,0.42,0.8,151940.9009,174261.9693
4579,0.3,0.24,0.32,1.06,0.6,214048.3915,130233.1902
4580,2.3,0.66,0.54,0.74,0.8,195332.6838,183975.1128
4581,0.3,0.1,0.76,0.1,0.4,136771.8515,87306.64121
4582,1.3,0.1,1.2,0.74,0.4,246573.1385,109022.5294
4583,2.3,0.1,0.1,0.74,0.6,247948.0449,105247.5241
4584,0.3,0.24,1.2,1.06,0.2,239209.2554,123022.6612
4585,0.3,0.1,1.2,0.42,0.2,186403.5304,96603.20886
4586,1.3,0.24,0.32,1.7,0.6,291274.5308,144708.8533
4587,1.3,0.38,0.54,0.42,0.8,163934.2526,140025.1927
4588,2.8,0.66,0.32,1.7,0.8,280133.9493,201265.988
4589,1.8,0.8,0.98,0.74,0.2,210055.2565,150467.5858
4590,2.3,0.8,1.2,1.06,0.2,253997.0513,159069.5134
4591,0.3,0.66,0.32,0.1,0.6,77869.6934,156389.7612
4592,2.8,0.1,0.76,1.38,0.6,326155.2277,125894.6508
4593,1.3,0.66,0.54,1.38,0.4,244445.672,168532.4607
4594,2.3,0.38,1.2,0.1,0.8,159412.4617,134906.7231
4595,1.8,0.66,0.32,1.7,0.2,284594.3664,159093.6925
4596,2.8,0.1,0.76,0.74,0.8,270708.9532,111039.6516
4597,1.8,0.52,0.76,0.42,0.4,180558.0211,136010.4599
4598,2.8,0.24,0.54,0.74,0.6,250050.6423,125391.3528
4599,2.8,0.52,0.32,0.74,0.4,227077.5008,141966.8939
4600,2.3,0.52,0.98,1.7,0.2,316111.4006,155209.6502
4601,1.3,0.1,0.54,1.7,0.2,314883.5289,126132.1471
4602,2.8,0.8,1.2,0.1,0.2,162198.3883,135322.1567
4603,0.3,0.38,0.54,1.7,0.4,261306.1408,151360.0106
4604,0.3,0.38,1.2,1.7,0.2,279027.4108,145796.529
4605,0.8,0.38,0.54,0.74,0.8,184639.5941,148480.7501
4606,1.8,0.8,1.2,0.1,0.2,141176.6287,135459.2541
4607,2.3,0.52,1.2,0.74,0.6,224824.9278,158649.7392
4608,2.8,0.52,1.2,1.38,0.2,306722.097,150189.0899
