Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad
v2735,1.26,0.58,0.3,0.58,0.6,85133.58008,22900.14088,70103.96161
v2736,0.78,0.22,0.3,0.1,0.4,85922.04667,18551.72109,15086.22993
v2737,2.7,0.22,0.4,0.46,0.2,112489.0714,16269.84122,13338.45433
v2738,1.26,0.46,0.5,0.46,0.8,88935.93436,22349.97445,60199.34066
v2739,1.74,0.58,0.4,0.1,0.2,87250.71498,21454.29071,51650.62052
v2740,1.26,0.58,0.4,0.34,0.6,83162.25014,22996.30591,70103.96161
v2741,1.74,0.58,0.5,0.7,0.4,95528.40567,21857.33513,60857.28197
v2742,0.78,0.7,0.6,0.46,0.8,77741.25714,24206.81547,98720.65804
v2743,0.3,0.34,0.5,0.58,0.8,83971.18351,21963.678,37870.10687
v2744,2.22,0.58,0.6,0.7,0.4,101207.6777,21485.43039,60828.18092
v2745,0.3,0.58,0.5,0.1,0.8,68976.81258,24250.4385,79417.94435
v2746,0.3,0.7,0.2,0.58,0.4,71125.07689,23920.11762,76042.53168
v2747,2.7,0.7,0.6,0.7,0.8,99148.04217,22901.58207,98485.96391
v2748,1.74,0.22,0.2,0.1,0.6,93840.0628,18252.74762,18722.92396
v2749,1.74,0.46,0.4,0.22,0.6,89900.52527,21685.29851,51089.46982
v2750,0.3,0.34,0.2,0.1,0.4,74562.03729,21191.65958,28435.29299
v2751,0.78,0.58,0.6,0.34,0.8,79493.07638,23656.53305,79372.95191
v2752,2.22,0.46,0.4,0.7,0.2,103776.2538,19714.35456,37214.11744
v2753,1.74,0.1,0.1,0.34,0.8,101223.806,15232.61898,7080.190147
v2754,0.78,0.58,0.5,0.58,0.2,85688.95651,22014.49254,51676.20727
v2755,1.74,0.46,0.3,0.7,0.2,97935.05621,20088.50466,37226.14613
v2756,1.26,0.34,0.5,0.58,0.8,95001.81787,20914.95761,37820.67863
v2757,2.7,0.1,0.4,0.22,0.8,112647.9619,14721.95301,7085.282183
v2758,2.7,0.7,0.6,0.34,0.8,94299.07213,23090.45316,98485.96391
v2759,1.74,0.34,0.2,0.34,0.8,92241.18462,20676.23454,39691.72485
v2760,1.26,0.46,0.2,0.7,0.8,88001.65977,22324.75365,60199.34066
v2761,2.7,0.46,0.4,0.7,0.6,105266.3456,20737.1338,51013.60517
v2762,1.26,0.34,0.4,0.34,0.8,90335.07824,21043.57543,37820.67863
v2763,1.26,0.22,0.2,0.58,0.8,95537.44072,19034.54067,20292.23376
v2764,2.7,0.22,0.2,0.34,0.4,107242.315,16836.3713,16017.59584
v2765,2.7,0.1,0.3,0.46,0.2,115650.701,13986.71947,4270.826679
v2766,1.74,0.46,0.5,0.7,0.8,96938.40756,21828.55019,58021.13167
v2767,2.7,0.1,0.5,0.46,0.4,117824.4054,14490.33284,5208.978514
v2768,0.3,0.46,0.2,0.46,0.8,73878.91576,23366.2663,60275.49823
v2769,2.7,0.7,0.6,0.34,0.4,97051.05359,22200.26294,75901.3354
v2770,2.22,0.22,0.4,0.22,0.8,102599.773,18306.65278,21394.96737
v2771,2.7,0.22,0.5,0.22,0.6,108618.8566,17601.04004,18696.73736
v2772,2.7,0.58,0.4,0.22,0.2,97815.72969,20663.55764,51620.16423
v2773,0.78,0.7,0.6,0.46,0.4,80481.34775,23430.98193,76018.68246
v2774,2.7,0.46,0.4,0.58,0.8,102815.6847,21198.16381,57919.9788
v2775,2.7,0.1,0.5,0.7,0.4,120905.5764,14634.75702,5208.978514
v2776,2.7,0.7,0.3,0.7,0.2,99794.31311,21382.35267,64609.02114
v2777,2.22,0.46,0.4,0.1,0.8,91535.33987,21812.71684,57973.01691
v2778,2.22,0.46,0.4,0.46,0.6,97917.80057,21174.39032,51053.38375
v2779,0.3,0.58,0.1,0.58,0.2,74379.04418,22624.58027,51687.45538
v2780,0.3,0.34,0.1,0.1,0.8,71012.32238,22404.35178,37870.10687
v2781,1.74,0.58,0.6,0.46,0.6,92223.03701,22495.17868,70063.94343
v2782,0.3,0.1,0.4,0.58,0.6,92783.157,16808.57674,5805.612276
v2783,0.78,0.22,0.1,0.34,0.2,87599.21946,17567.27046,12477.91523
v2784,2.7,0.1,0.2,0.34,0.8,111741.6741,14623.30424,7085.282183
v2785,2.22,0.7,0.1,0.1,0.8,79563.53274,23740.69122,98552.10212
v2786,2.22,0.34,0.1,0.1,0.4,93463.83038,19198.11768,29993.06228
v2787,2.7,0.46,0.4,0.58,0.8,102815.6847,21198.16381,57919.9788
v2788,1.74,0.22,0.5,0.34,0.8,101091.4187,18729.99799,21410.79434
v2789,1.74,0.34,0.5,0.7,0.8,101214.4606,20500.32736,39691.72485
v2790,1.74,0.34,0.2,0.58,0.6,96390.83474,20132.28853,34850.61461
v2791,1.26,0.7,0.4,0.7,0.8,83338.74775,23841.9375,98668.95962
v2792,0.78,0.58,0.5,0.1,0.6,75637.59009,23492.35874,70140.7037
v2793,0.3,0.1,0.3,0.1,0.8,83868.04381,17025.68631,6712.226939
v2794,1.26,0.58,0.4,0.46,0.2,87890.61204,21667.16581,51663.95991
v2795,2.7,0.46,0.5,0.58,0.4,106274.5791,20174.31972,44107.23154
v2796,0.3,0.58,0.2,0.1,0.8,64731.97968,24393.36419,79417.94435
v2797,2.7,0.1,0.3,0.58,0.4,116858.371,14406.34439,5208.978514
v2798,2.22,0.34,0.5,0.34,0.8,100891.6656,20245.59107,39658.84068
v2799,2.7,0.58,0.3,0.22,0.8,92292.62288,22493.03697,79148.77973
v2800,2.22,0.58,0.2,0.1,0.2,88921.95821,21099.0403,51636.06999
v2801,0.78,0.58,0.3,0.1,0.2,75876.82079,22355.41965,51676.20727
v2802,0.78,0.7,0.2,0.34,0.2,75012.77992,23045.16015,64667.69467
v2803,1.74,0.22,0.5,0.7,0.8,105951.1918,18669.56759,21410.79434
v2804,1.74,0.7,0.1,0.34,0.6,80090.81261,23528.87789,87288.86797
v2805,0.78,0.46,0.3,0.22,0.2,81166.24162,21201.07687,38894.5455
v2806,0.78,0.1,0.6,0.46,0.8,99235.92717,16668.96352,6717.56098
v2807,1.26,0.58,0.3,0.7,0.8,85534.88357,23212.02938,79323.96246
v2808,2.7,0.22,0.6,0.46,0.6,113306.0232,17632.13873,18696.73736
v2809,0.3,0.1,0.2,0.58,0.2,90841.12584,15597.02522,3992.38295
v2810,2.7,0.7,0.1,0.7,0.6,93594.48932,22733.70366,87193.64966
v2811,2.7,0.7,0.1,0.7,0.6,93594.48932,22733.70366,87193.64966
v2812,2.7,0.1,0.3,0.34,0.8,113108.881,14715.77394,7085.282183
v2813,2.22,0.34,0.3,0.1,0.4,96370.14209,19240.08152,29993.06228
v2814,2.7,0.34,0.1,0.7,0.4,106330.4847,18701.23405,29974.56331
v2815,0.78,0.1,0.3,0.1,0.4,90599.44548,15418.48405,4901.664633
v2816,0.78,0.46,0.2,0.1,0.4,76330.55904,22104.85582,46009.42601
v2817,2.7,0.34,0.4,0.46,0.6,106265.4162,19455.05192,34798.20303
v2818,2.7,0.22,0.6,0.58,0.8,114466.336,17965.56143,21375.87888
v2819,2.7,0.22,0.5,0.58,0.8,113251.211,17941.59702,21375.87888
v2820,1.74,0.34,0.1,0.1,0.8,86976.82203,20814.77621,39691.72485
v2821,0.78,0.7,0.5,0.22,0.6,74193.36092,24059.95745,87369.67025
v2822,2.7,0.1,0.1,0.58,0.6,113742.285,14473.98666,6147.130349
v2823,1.26,0.58,0.6,0.1,0.2,85069.18937,21826.5276,51663.95991
v2824,0.3,0.7,0.4,0.34,0.4,70661.25671,23953.97902,76042.53168
v2825,2.7,0.46,0.5,0.1,0.4,99272.32688,20359.92007,44107.23154
v2826,2.7,0.1,0.5,0.58,0.4,119404.928,14565.20657,5208.978514
v2827,1.26,0.7,0.1,0.46,0.6,77075.53186,23776.08957,87330.89644
v2828,2.7,0.58,0.3,0.22,0.8,92292.62288,22493.03697,79148.77973
v2829,0.78,0.22,0.3,0.1,0.4,85922.04667,18551.72109,15086.22993
v2830,2.7,0.34,0.2,0.58,0.4,106243.2642,18745.72676,29974.56331
v2831,1.26,0.58,0.6,0.46,0.8,86323.28364,23215.98622,79323.96246
v2832,0.3,0.34,0.4,0.58,0.8,82636.07366,21992.033,37870.10687
v2833,2.22,0.34,0.1,0.34,0.8,95349.84809,20265.42212,39658.84068
v2834,2.7,0.7,0.1,0.58,0.2,95375.14025,21482.71775,64609.02114
v2835,2.22,0.7,0.6,0.22,0.2,92931.34523,21863.10126,64625.55569
v2836,2.7,0.22,0.4,0.7,0.2,115594.4813,16333.02891,13338.45433
v2837,0.3,0.22,0.5,0.58,0.4,89963.99239,19143.63942,15090.51163
v2838,2.7,0.22,0.2,0.22,0.6,104620.026,17478.48608,18696.73736
v2839,2.7,0.22,0.2,0.58,0.8,109286.2082,17850.35462,21375.87888
v2840,2.22,0.22,0.3,0.34,0.8,103058.9993,18262.93843,21394.96737
v2841,2.22,0.1,0.5,0.22,0.8,109569.701,15133.13775,7083.314384
v2842,0.78,0.58,0.1,0.1,0.8,68732.13393,24055.76074,79372.95191
v2843,1.26,0.58,0.1,0.1,0.8,73898.40009,23678.59777,79323.96246
v2844,2.7,0.7,0.6,0.7,0.8,99148.04217,22901.58207,98485.96391
v2845,0.3,0.7,0.4,0.46,0.2,74087.03198,23292.55498,64679.61928
v2846,0.3,0.34,0.6,0.1,0.8,78122.44769,22238.39506,37870.10687
v2847,0.3,0.1,0.3,0.58,0.4,91829.55316,16248.24249,4898.997613
v2848,1.26,0.22,0.5,0.1,0.6,93142.79262,18770.3846,17686.57546
v2849,2.7,0.34,0.3,0.58,0.8,105837.7186,19814.26513,39621.84275
v2850,2.7,0.58,0.5,0.34,0.2,100906.3722,20602.62178,51620.16423
v2851,0.3,0.46,0.2,0.7,0.4,79388.65177,22261.70206,46027.58161
v2852,0.3,0.1,0.3,0.1,0.4,84694.79448,15975.36913,4898.997613
v2853,0.3,0.7,0.4,0.34,0.8,68021.13083,24693.56014,98768.35648
v2854,2.7,0.22,0.5,0.58,0.2,115341.042,16353.23824,13338.45433
v2855,0.78,0.34,0.3,0.34,0.2,86758.32204,19621.04755,23712.05912
v2856,1.26,0.34,0.1,0.46,0.6,88580.15238,20549.03034,33115.62875
v2857,0.78,0.1,0.5,0.7,0.8,101145.0584,16684.87987,6717.56098
v2858,2.7,0.1,0.1,0.58,0.4,114085.9916,14201.28866,5208.978514
v2859,2.7,0.58,0.1,0.7,0.8,96112.47646,22303.35835,79148.77973
v2860,2.7,0.22,0.3,0.34,0.8,107354.6141,17896.41967,21375.87888
v2861,1.74,0.46,0.6,0.22,0.8,91505.79458,22063.55226,58021.13167
v2862,0.78,0.1,0.5,0.7,0.4,101864.6586,15950.101,4901.664633
v2863,0.78,0.46,0.1,0.1,0.2,76222.54345,21290.814,38894.5455
v2864,2.22,0.22,0.1,0.34,0.8,100193.5674,18190.58644,21394.96737
v2865,2.22,0.46,0.1,0.1,0.8,87235.18589,21907.2845,57973.01691
v2866,1.74,0.46,0.3,0.58,0.2,96395.88963,20125.61181,37226.14613
v2867,0.3,0.58,0.4,0.46,0.8,73059.95172,24060.46838,79417.94435
v2868,2.22,0.58,0.4,0.1,0.6,88655.18207,22448.52922,70020.29186
v2869,1.74,0.22,0.4,0.34,0.2,102017.241,16903.35303,13347.1832
v2870,2.7,0.7,0.6,0.34,0.4,97051.05359,22200.26294,75901.3354
v2871,0.78,0.1,0.1,0.34,0.6,91020.05834,15840.56148,5809.612806
v2872,0.78,0.46,0.5,0.34,0.2,85713.50743,21115.81763,38894.5455
v2873,2.7,0.7,0.6,0.1,0.4,93359.60483,22340.54113,75901.3354
v2874,2.7,0.58,0.3,0.34,0.8,94103.55849,22419.22067,79148.77973
v2875,1.74,0.22,0.1,0.7,0.8,100462.0003,18571.58693,21410.79434
v2876,2.22,0.46,0.2,0.22,0.8,90663.19427,21797.81375,57973.01691
v2877,1.74,0.58,0.2,0.1,0.6,81361.73273,22881.53016,70063.94343
v2878,1.26,0.22,0.5,0.22,0.2,96730.23398,17297.40659,12475.25884
v2879,0.3,0.22,0.5,0.46,0.4,88329.00331,19166.57971,15090.51163
v2880,2.7,0.7,0.4,0.7,0.6,97824.89833,22605.23552,87193.64966
v2881,1.74,0.34,0.1,0.46,0.6,93271.82952,20176.15704,34850.61461
v2882,2.22,0.58,0.1,0.7,0.4,94419.02849,21607.94022,60828.18092
v2883,1.74,0.7,0.4,0.46,0.8,84891.12905,23666.70196,98612.92166
v2884,2.7,0.22,0.2,0.46,0.6,108117.8557,17486.96218,18696.73736
v2885,1.74,0.22,0.3,0.34,0.6,98990.77652,18265.96061,18722.92396
v2886,1.74,0.7,0.4,0.22,0.8,81376.04272,23811.84055,98612.92166
v2887,1.26,0.1,0.3,0.22,0.8,97261.26906,15813.93344,6722.342581
v2888,1.74,0.1,0.6,0.1,0.2,105250.1418,14452.6445,4269.55367
v2889,2.7,0.7,0.5,0.22,0.8,91245.82005,23200.98692,98485.96391
v2890,1.26,0.58,0.3,0.1,0.4,79432.8821,22660.60569,60883.96076
v2891,2.7,0.7,0.5,0.7,0.8,97905.24779,22938.06983,98485.96391
v2892,1.26,0.46,0.6,0.34,0.6,89501.31858,21967.75429,53094.42174
v2893,1.26,0.34,0.1,0.46,0.2,90847.88784,19013.36198,23705.529
v2894,2.7,0.58,0.5,0.7,0.8,101618.8368,22158.19346,79148.77973
v2895,1.74,0.46,0.2,0.7,0.4,95090.48837,20861.18119,44157.80798
v2896,2.22,0.34,0.1,0.1,0.6,92354.64898,19907.89979,34825.95148
v2897,2.7,0.1,0.4,0.58,0.4,118157.8872,14490.32211,5208.978514
v2898,2.7,0.46,0.1,0.34,0.4,97447.32208,20269.4114,44107.23154
v2899,2.7,0.58,0.6,0.34,0.4,100505.4413,21334.13001,60796.36939
v2900,2.22,0.7,0.6,0.46,0.6,93102.05104,22934.3621,87243.25331
v2901,0.3,0.22,0.4,0.22,0.6,82621.94579,19849.5025,17700.96718
v2902,0.3,0.34,0.5,0.1,0.8,76823.70202,22268.04061,37870.10687
v2903,1.26,0.34,0.2,0.22,0.8,85689.44524,21141.44853,37820.67863
v2904,0.3,0.58,0.5,0.58,0.8,76021.79383,23946.64124,79417.94435
v2905,0.78,0.22,0.5,0.58,0.8,94266.05068,19606.90293,20302.85932
v2906,1.74,0.22,0.3,0.46,0.8,100158.1482,18663.58715,21410.79434
v2907,0.78,0.7,0.6,0.34,0.8,76044.53504,24277.27965,98720.65804
v2908,0.3,0.34,0.5,0.22,0.8,78767.11211,22183.78102,37870.10687
v2909,2.22,0.34,0.5,0.46,0.8,102597.1714,20200.43215,39658.84068
v2910,1.26,0.7,0.2,0.46,0.4,80103.26828,23254.23292,75992.83325
v2911,2.7,0.1,0.1,0.58,0.6,113742.285,14473.98666,6147.130349
v2912,2.7,0.7,0.3,0.34,0.8,90384.69857,23214.32187,98485.96391
v2913,0.3,0.1,0.4,0.22,0.6,87597.02768,16684.68926,5805.612276
v2914,2.22,0.58,0.3,0.46,0.8,91626.11519,22663.82708,79212.40279
v2915,2.7,0.22,0.6,0.34,0.6,111622.1106,17632.35749,18696.73736
v2916,1.26,0.58,0.4,0.58,0.2,89512.835,21607.89926,51663.95991
v2917,0.3,0.1,0.3,0.1,0.6,84264.86214,16544.15221,5805.612276
v2918,2.22,0.7,0.4,0.1,0.6,85106.80053,23235.2717,87243.25331
v2919,2.7,0.7,0.6,0.58,0.2,102149.2602,21375.53733,64609.02114
v2920,2.22,0.34,0.5,0.34,0.2,103919.5337,18392.03567,25160.17308
v2921,2.7,0.22,0.2,0.58,0.2,111399.7853,16176.76509,13338.45433
v2922,0.3,0.7,0.2,0.22,0.8,63364.07336,24860.03347,98768.35648
v2923,2.22,0.58,0.3,0.1,0.2,90356.02919,21085.1702,51636.06999
v2924,2.22,0.58,0.1,0.22,0.8,85162.8736,22899.5947,79212.40279
v2925,1.26,0.58,0.6,0.34,0.4,87169.14758,22395.85603,60883.96076
v2926,2.7,0.22,0.6,0.22,0.2,111521.3095,16305.52676,13338.45433
v2927,0.3,0.22,0.2,0.46,0.8,82634.67964,20235.0719,20311.42272
v2928,1.74,0.46,0.3,0.46,0.4,93332.97601,20952.02337,44157.80798
v2929,0.78,0.1,0.4,0.1,0.4,91972.82478,15521.22174,4901.664633
v2930,2.7,0.1,0.1,0.7,0.6,115259.7647,14547.93859,6147.130349
v2931,0.3,0.34,0.3,0.7,0.4,84774.09938,20872.5521,28435.29299
v2932,2.22,0.22,0.3,0.34,0.8,103058.9993,18262.93843,21394.96737
v2933,2.22,0.7,0.6,0.1,0.4,89236.21797,22640.17736,75934.4045
v2934,0.3,0.46,0.1,0.22,0.4,71040.83437,22602.26337,46027.58161
v2935,1.74,0.46,0.4,0.22,0.8,88922.06733,22122.94955,58021.13167
v2936,0.78,0.22,0.6,0.1,0.8,88437.77205,19778.12846,20302.85932
v2937,2.22,0.1,0.4,0.34,0.8,110079.1803,15126.94735,7083.314384
v2938,0.78,0.22,0.6,0.7,0.2,99348.55508,17869.73367,12477.91523
v2939,2.7,0.1,0.1,0.1,0.2,107524.3805,13419.43752,4270.826679
v2940,0.3,0.58,0.2,0.58,0.8,71828.39636,24087.91916,79417.94435
v2941,2.7,0.7,0.6,0.1,0.6,91820.19692,22871.68747,87193.64966
v2942,2.7,0.1,0.1,0.7,0.2,115980.4635,13948.93638,4270.826679
v2943,2.7,0.22,0.1,0.7,0.4,110636.5231,16834.721,16017.59584
v2944,0.3,0.22,0.2,0.7,0.6,86568.09047,19659.30679,17700.96718
v2945,1.74,0.34,0.2,0.58,0.4,97474.83796,19494.89174,30009.50436
v2946,2.7,0.46,0.2,0.46,0.2,102094.7667,19401.73698,37200.85791
v2947,2.7,0.22,0.3,0.46,0.6,109498.9401,17531.07528,18696.73736
v2948,1.74,0.46,0.1,0.46,0.2,91861.55701,20154.04736,37226.14613
v2949,1.74,0.1,0.3,0.58,0.8,107387.9131,15557.58775,7080.190147
v2950,2.7,0.58,0.2,0.34,0.8,92687.0533,22458.73854,79148.77973
v2951,1.74,0.58,0.3,0.7,0.4,92858.40294,21912.06168,60857.28197
v2952,2.22,0.22,0.1,0.7,0.8,105084.3509,18162.58359,21394.96737
v2953,1.74,0.46,0.6,0.46,0.2,98692.43439,20172.497,37226.14613
v2954,2.7,0.22,0.5,0.1,0.8,106276.8508,17975.58804,21375.87888
v2955,2.22,0.58,0.4,0.1,0.8,87542.79411,22848.16823,79212.40279
v2956,2.7,0.1,0.2,0.7,0.6,116674.3679,14650.4696,6147.130349
v2957,2.7,0.58,0.4,0.22,0.6,94739.25751,22048.10274,69972.57456
v2958,0.78,0.46,0.3,0.46,0.8,81001.97302,22854.93113,60239.18702
v2959,0.78,0.46,0.5,0.22,0.2,83900.92394,21178.41919,38894.5455
v2960,1.26,0.22,0.2,0.22,0.6,90946.25738,18656.29372,17686.57546
v2961,1.74,0.22,0.4,0.58,0.4,104479.0688,17666.17355,16035.05358
v2962,1.74,0.34,0.3,0.46,0.8,95386.80091,20612.01533,39691.72485
v2963,1.26,0.1,0.5,0.34,0.6,101994.0905,15719.6287,5813.199007
v2964,0.3,0.7,0.2,0.46,0.6,68061.22855,24401.46881,87405.44408
v2965,2.22,0.46,0.6,0.22,0.2,99689.20458,19870.19688,37214.11744
v2966,0.3,0.58,0.4,0.34,0.8,71346.17775,24133.64952,79417.94435
v2967,0.3,0.22,0.6,0.7,0.6,91984.57652,19711.75746,17700.96718
v2968,0.78,0.22,0.1,0.46,0.8,86998.04544,19587.63119,20302.85932
v2969,1.74,0.22,0.6,0.7,0.8,107183.8021,18687.5195,21410.79434
v2970,2.7,0.46,0.1,0.7,0.4,102334.3475,20142.84734,44107.23154
v2971,2.7,0.34,0.3,0.34,0.2,105522.1839,17977.81102,25150.9236
v2972,0.3,0.22,0.5,0.58,0.8,88454.44819,20199.681,20311.42272
v2973,1.26,0.22,0.5,0.58,0.8,99612.26247,19091.01642,20292.23376
v2974,2.7,0.7,0.4,0.22,0.8,89938.29783,23243.29252,98485.96391
v2975,0.78,0.58,0.4,0.7,0.8,81766.4676,23534.6759,79372.95191
v2976,2.7,0.7,0.5,0.1,0.4,92098.91548,22372.9469,75901.3354
v2977,2.7,0.58,0.3,0.7,0.2,103105.94,20477.16713,51620.16423
v2978,2.22,0.1,0.1,0.34,0.2,106871.9619,13881.11562,4270.33473
v2979,2.7,0.58,0.6,0.7,0.4,105340.4139,21169.25434,60796.36939
v2980,1.74,0.58,0.3,0.7,0.8,90328.0444,22866.16855,79270.60488
v2981,0.3,0.34,0.6,0.1,0.6,79040.80711,21764.14794,33152.69993
v2982,2.7,0.1,0.2,0.1,0.4,108570.1771,13929.48456,5208.978514
v2983,1.26,0.22,0.3,0.34,0.8,93599.6975,19108.7634,20292.23376
v2984,0.78,0.7,0.6,0.22,0.6,75482.15394,24015.53318,87369.67025
v2985,2.7,0.34,0.6,0.22,0.6,105291.8986,19539.68124,34798.20303
v2986,2.7,0.58,0.6,0.22,0.6,97296.99764,21989.36284,69972.57456
v2987,2.7,0.58,0.5,0.58,0.8,100083.2434,22216.51496,79148.77973
v2988,0.3,0.58,0.6,0.34,0.8,73982.27746,24045.16816,79417.94435
v2989,0.78,0.46,0.2,0.7,0.6,83803.00439,22336.32713,53124.30651
v2990,1.26,0.7,0.2,0.22,0.8,73831.35358,24215.89128,98668.95962
v2991,2.22,0.7,0.1,0.58,0.4,89415.50616,22558.50135,75934.4045
v2992,2.7,0.34,0.3,0.34,0.8,102508.6523,19893.56889,39621.84275
v2993,2.7,0.22,0.1,0.58,0.6,108288.7582,17442.4484,18696.73736
v2994,2.7,0.22,0.1,0.22,0.8,102708.3785,17822.1245,21375.87888
v2995,0.3,0.34,0.5,0.46,0.4,84301.02276,20966.93141,28435.29299
v2996,0.78,0.34,0.4,0.7,0.4,91871.81144,20317.03326,28423.63911
v2997,2.7,0.46,0.4,0.46,0.4,103377.0629,20218.34694,44107.23154
v2998,1.26,0.58,0.2,0.22,0.4,79905.73164,22621.42065,60883.96076
v2999,2.22,0.1,0.4,0.1,0.8,106409.6201,14975.03149,7083.314384
v3000,2.7,0.46,0.2,0.22,0.8,94912.49321,21428.13468,57919.9788
v3001,0.3,0.22,0.1,0.46,0.6,81823.27822,19710.32439,17700.96718
v3002,2.7,0.34,0.4,0.34,0.8,103850.6283,19894.3157,39621.84275
v3003,2.7,0.58,0.5,0.7,0.2,105731.2312,20464.14031,51620.16423
v3004,1.74,0.22,0.1,0.58,0.6,99456.09999,18167.08766,18722.92396
v3005,0.3,0.1,0.6,0.34,0.2,92877.08621,15813.55049,3992.38295
v3006,0.3,0.1,0.3,0.1,0.8,83868.04381,17025.68631,6712.226939
v3007,2.22,0.1,0.6,0.46,0.6,114423.8611,15110.33011,6145.654499
v3008,2.22,0.7,0.5,0.58,0.2,96772.2311,21705.15931,64625.55569
v3009,2.7,0.22,0.2,0.34,0.6,106416.9906,17483.02216,18696.73736
v3010,0.3,0.7,0.4,0.58,0.6,72547.12718,24234.67554,87405.44408
v3011,2.7,0.58,0.3,0.34,0.4,96602.96508,21395.12485,60796.36939
v3012,0.78,0.22,0.5,0.22,0.4,90562.75482,18613.31621,15086.22993
v3013,0.78,0.46,0.4,0.7,0.4,87870.22566,21692.59467,46009.42601
v3014,0.78,0.58,0.6,0.46,0.6,82370.14313,23215.39733,70140.7037
v3015,1.26,0.7,0.2,0.22,0.4,76561.88017,23405.81528,75992.83325
v3016,2.7,0.7,0.5,0.7,0.2,102432.5586,21344.03161,64609.02114
v3017,1.74,0.46,0.6,0.1,0.8,89590.45357,22140.81594,58021.13167
v3018,0.78,0.22,0.1,0.1,0.6,82120.10926,19194.56603,17694.54463
v3019,0.3,0.7,0.3,0.7,0.2,75847.16854,23212.73136,64679.61928
v3020,1.26,0.22,0.5,0.58,0.6,100196.9042,18685.2909,17686.57546
v3021,1.26,0.1,0.4,0.58,0.4,104393.1423,15390.32484,4904.055434
v3022,2.22,0.7,0.1,0.7,0.4,90965.2829,22495.30848,75934.4045
v3023,2.22,0.1,0.6,0.58,0.8,115830.573,15383.48082,7083.314384
v3024,0.78,0.58,0.2,0.7,0.2,83071.13093,22044.24086,51676.20727
v3025,2.7,0.7,0.5,0.22,0.2,95813.51111,21568.8918,64609.02114
v3026,0.78,0.46,0.3,0.7,0.4,86489.55642,21717.48604,46009.42601
v3027,2.7,0.1,0.6,0.7,0.8,121630.9222,15122.9502,7085.282183
v3028,2.7,0.46,0.1,0.34,0.8,95252.03952,21385.9106,57919.9788
v3029,1.74,0.58,0.6,0.46,0.8,91091.60518,22876.22097,79270.60488
v3030,2.7,0.34,0.1,0.34,0.6,100357.3483,19463.3648,34798.20303
v3031,2.22,0.22,0.6,0.34,0.8,106916.989,18339.19449,21394.96737
v3032,1.26,0.58,0.6,0.7,0.8,89486.589,23085.70548,79323.96246
v3033,0.78,0.22,0.1,0.46,0.6,87652.38741,19108.7438,17694.54463
v3034,0.78,0.1,0.3,0.58,0.8,96950.91766,16517.59921,6717.56098
v3035,2.7,0.1,0.2,0.46,0.2,114292.9516,13882.20297,4270.826679
v3036,2.22,0.46,0.5,0.34,0.8,96569.80307,21641.82725,57973.01691
v3037,1.74,0.34,0.5,0.22,0.6,95318.74138,20268.3699,34850.61461
v3038,2.7,0.22,0.2,0.22,0.2,106321.071,16056.66339,13338.45433
v3039,0.3,0.58,0.5,0.7,0.8,77561.44858,23881.63363,79417.94435
v3040,1.74,0.7,0.5,0.22,0.8,82698.93108,23768.66338,98612.92166
v3041,2.22,0.58,0.4,0.1,0.4,90074.12567,21852.1861,60828.18092
v3042,1.26,0.22,0.5,0.58,0.8,99612.26247,19091.01642,20292.23376
v3043,0.3,0.46,0.1,0.46,0.8,72341.78407,23415.25378,60275.49823
v3044,2.7,0.34,0.1,0.22,0.8,97823.27373,19937.83266,39621.84275
v3045,2.22,0.1,0.1,0.34,0.6,106122.8599,14598.78464,6145.654499
v3046,0.3,0.22,0.1,0.46,0.8,81108.53543,20229.56782,20311.42272
v3047,0.78,0.34,0.5,0.34,0.4,88292.34732,20460.53489,28423.63911
v3048,2.7,0.46,0.2,0.7,0.4,103792.9624,20141.00253,44107.23154
v3049,2.22,0.22,0.1,0.22,0.8,98378.20873,18203.31699,21394.96737
v3050,1.26,0.7,0.1,0.58,0.8,77483.48822,24049.85261,98668.95962
v3051,1.74,0.46,0.4,0.58,0.8,94087.90808,21916.79829,58021.13167
v3052,1.26,0.34,0.5,0.46,0.2,96440.34712,19123.55173,23705.529
v3053,1.26,0.46,0.1,0.7,0.6,87514.52574,21920.19147,53094.42174
v3054,2.7,0.58,0.4,0.1,0.8,91737.9967,22532.82931,79148.77973
v3055,1.26,0.46,0.1,0.58,0.2,88637.58558,20552.9807,38884.58391
v3056,1.74,0.22,0.5,0.7,0.6,106485.8258,18291.72946,18722.92396
v3057,2.7,0.7,0.1,0.22,0.6,86874.09679,23010.47266,87193.64966
v3058,0.3,0.34,0.1,0.7,0.2,82973.09544,20065.66567,23717.88606
v3059,1.74,0.58,0.1,0.7,0.8,87415.78779,22957.10653,79270.60488
v3060,0.78,0.58,0.2,0.1,0.2,74402.45971,22392.93341,51676.20727
v3061,1.26,0.22,0.3,0.34,0.4,95013.57086,17996.85933,15080.91715
v3062,2.22,0.58,0.6,0.46,0.4,98061.31117,21598.65172,60828.18092
v3063,2.7,0.34,0.1,0.46,0.8,101357.7096,19853.92757,39621.84275
v3064,0.78,0.22,0.1,0.46,0.6,87652.38741,19108.7438,17694.54463
v3065,1.26,0.22,0.4,0.46,0.8,96683.55612,19099.60025,20292.23376
v3066,2.7,0.22,0.1,0.22,0.6,103164.5309,17424.94614,18696.73736
